portfolio,n_loans,total_ead,avg_pd,avg_lgd,avg_actual_rate,avg_required_rate,avg_lifetime_el_rate,avg_annualized_el_rate,total_interest_income,total_expected_loss,total_funding_cost,total_operating_cost,total_expected_profit,portfolio_rar,total_capital_charge,total_collection_cost,total_tail_risk_penalty,total_economic_profit,portfolio_economic_return,actual_default_rate,underpriced_share,fairly_priced_share,overpriced_share
test_baseline,59405,838615300.0,0.19604216649647332,0.4184321185085431,0.13661868192913054,0.13511187061468088,0.09151939932681662,0.025111870614680874,453053200.5375,84125994.4379227,123172126.0,61586063.0,184169017.0995773,0.21961084790556207,27858150.01436117,8412599.443792269,8818610.334927555,139079657.3064963,0.16584440721090624,0.19612827203097383,0.4074572847403417,0.20536991835704066,0.38717279690261763
