portfolio,n_loans,total_ead,avg_pd,avg_lgd,avg_actual_rate,avg_required_rate,avg_lifetime_el_rate,avg_annualized_el_rate,total_interest_income,total_expected_loss,total_funding_cost,total_operating_cost,total_expected_profit,portfolio_rar,total_capital_charge,total_collection_cost,total_tail_risk_penalty,total_economic_profit,portfolio_economic_return,actual_default_rate,underpriced_share,fairly_priced_share,overpriced_share
test_baseline,59405,838615300.0,0.1960421664964733,0.4184321185085431,0.1366186819291305,0.1351118706146808,0.0915193993268166,0.0251118706146808,453053200.5375,84125994.4379227,123172126.0,61586063.0,184169017.0995773,0.219610847905562,27858150.01436117,8412599.443792269,8818610.334927555,139079657.3064963,0.1658444072109062,0.1961282720309738,0.4074572847403417,0.2053699183570406,0.3871727969026176
